case_id,standard_name,question,expected_outcome,question_type,scenario
v3_edge_0247_14_clarification_10419fcfad,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0247_15_clarification_1ff670e31f,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0247_16_clarification_3a47ff3882,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0247_17_clarification_c836b069c0,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0247_18_clarification_48b66a8ef2,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0247_19_clarification_758aec3726,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0247_20_clarification_2c3ffd771f,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0248_01_ready_9eff198c65,ISA 620,"Under ISA 620, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0248_02_ready_d1e131d215,ISA 620,"Applying ISA 620, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0248_03_ready_8189bcbfba,ISA 620,"For ISA 620, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0248_04_ready_e5ee4aab9d,ISA 620,"Under ISA 620, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0248_05_ready_d9a91e0dcc,ISA 620,"Applying ISA 620, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0248_06_ready_9872bea45c,ISA 620,"For ISA 620, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0248_07_ready_36512dbd8a,ISA 620,"Under ISA 620, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0248_08_ready_3aa31f4e24,ISA 620,"Applying ISA 620, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0248_09_ready_9b94747496,ISA 620,"For ISA 620, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0248_10_ready_370f3e7022,ISA 620,"Under ISA 620, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0248_11_clarification_4265f82cca,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
v3_edge_0248_12_clarification_d7da91b668,Professional Auditing Standards (General),Management changed policy options this year; how should it be evaluated and what are its dependencies?,NEEDS_CLARIFICATION,clarification,clarify_target_standard_policy_change
v3_edge_0248_13_clarification_2e59a6eaa9,Professional Auditing Standards (General),"If data is incomplete and proxies are used, how should it be assessed and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_data_proxy
v3_edge_0248_14_clarification_21d0289273,Professional Auditing Standards (General),"When contract terms conflict with system classification, how should it be resolved and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_contract_system_conflict
v3_edge_0248_15_clarification_689c9528ae,Professional Auditing Standards (General),"For mixed contract components with different risk features, how should it be split and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_mixed_components
v3_edge_0248_16_clarification_9aae9e75a0,Professional Auditing Standards (General),"If business purpose changes near year-end, when should it be reclassified and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_reclassification
v3_edge_0248_17_clarification_939e7122f0,Professional Auditing Standards (General),"Where legal title transfers but risks are partly retained, how should it be treated and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_derecognition
v3_edge_0248_18_clarification_3e84d853c8,Professional Auditing Standards (General),"When valuation inputs are disputed across providers, how should it be concluded and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_level_uncertainty
v3_edge_0248_19_clarification_8bbe0680cc,Professional Auditing Standards (General),"If late manual overlays materially change the result, how should it be challenged and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_overlays
v3_edge_0248_20_clarification_e171b66065,Professional Auditing Standards (General),"If assumptions consistently move outcomes one way, how should it be tested for bias and what are its dependencies?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_judgement_bias
v3_edge_0249_01_ready_800dd85f03,ISA 620,"Under ISA 620, a process appears low-volume but potentially high-risk. How should risk assessment be adjusted and documented?",READY,ready,risk_assessment_scope_edge
v3_edge_0249_02_ready_64856636b3,ISA 620,"Applying ISA 620, risks are pervasive at the financial statement level but mixed at assertion level. How should procedures be balanced?",READY,ready,financial_statement_vs_assertion_risk
v3_edge_0249_03_ready_e537024543,ISA 620,"For ISA 620, control design appears sound but one operating failure occurred near year-end. Can reliance continue, and how should substantive work be expanded?",READY,ready,control_design_vs_operation
v3_edge_0249_04_ready_b9135a9137,ISA 620,"Under ISA 620, the population is highly skewed with a few very large items. How should sample design and coverage be changed?",READY,ready,sampling_edge_population_bias
v3_edge_0249_05_ready_ca0f378dc7,ISA 620,"Applying ISA 620, third-party evidence conflicts with internal records. What is the required approach to resolve contradictory evidence?",READY,ready,contradictory_audit_evidence
v3_edge_0249_06_ready_6efad49845,ISA 620,"For ISA 620, management relies on an expert model with limited transparency. What evidence must the auditor obtain before relying on the output?",READY,ready,management_expert_reliance
v3_edge_0249_07_ready_00274f0f5a,ISA 620,"Under ISA 620, when does complexity require using an auditor's expert rather than team-only procedures?",READY,ready,auditor_expert_use_threshold
v3_edge_0249_08_ready_b0638b6a06,ISA 620,"Applying ISA 620, late manual entries consistently improve results. How should possible management override be investigated?",READY,ready,fraud_override_indicator
v3_edge_0249_09_ready_52b1a1d936,ISA 620,"For ISA 620, management explanations are plausible but unsupported by independent evidence. What skepticism-based follow-up is required?",READY,ready,professional_skepticism_bias
v3_edge_0249_10_ready_a9a139d349,ISA 620,"Under ISA 620, estimation uncertainty remains high despite additional procedures. How should sufficiency and appropriateness of evidence be concluded?",READY,ready,estimate_uncertainty_response
v3_edge_0249_11_clarification_4491dddaf5,Professional Auditing Standards (General),"In a cross-border restructuring, how should it apply when one contract is partly in scope, and what are its dependencies on other standards?",NEEDS_CLARIFICATION,clarification,clarify_target_standard_scope_split
